player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
DeAngelo Irvin Jr.,174074,WR,UNLV,14,6.9,4,60.0,16.7,1,6,0,10.0,2,7,325,0,61.3,83.4,54.0,70.2,54.4,0.0,0,0,60,0.4,1,225,2,18,93.3,210,94.2,212,89.3,30,1,4.9,11,188,126,7.0,10.4,0.9
Bruin Fleischmann,173861,TE,AIR FORCE,12,10.5,2,70.0,100.0,3,3,0,0.0,0,17,101,0,86.3,70.4,72.2,50.9,83.1,47.2,84,1,68,11.2,20,178,3,21,86.0,153,16.3,29,137.5,30,6,27.5,49,370,187,8.9,17.6,2.42
Al-Jay Henderson,145676,HB,BUFFALO,12,-0.6,6,83.3,100.0,1,1,2,10.7,3,9,126,0,60.5,65.5,66.8,45.2,58.1,0.0,0,0,22,33.3,97,291,2,25,62.9,183,1.7,5,102.9,30,1,0.3,1,181,186,7.4,7.2,0.99
Sawyer Racanelli,131910,WR,WAKE,12,10.5,7,60.0,50.0,2,4,0,10.0,2,14,339,0,62.5,70.7,68.7,49.0,70.3,0.0,0,2,62,1.1,2,179,0,18,91.1,163,68.2,122,79.2,30,1,30.7,55,315,156,8.7,17.5,1.93
Tim Burns Jr.,199928,WR,SM HOUSTON,12,20.4,3,40.0,11.1,1,9,0,25.0,4,8,281,0,28.1,38.7,49.4,,51.2,0.0,0,1,59,0.0,0,299,0,12,93.3,279,0.3,1,64.3,30,1,99.7,298,228,118,9.8,19.0,0.82
Kaderris Roberts,149713,HB,BOWL GREEN,9,3.2,3,73.3,25.0,1,4,0,0.0,0,5,122,0,86.7,45.9,62.8,74.6,67.5,0.0,0,2,27,4.9,4,82,0,22,93.9,77,31.7,26,66.1,30,1,7.3,6,141,118,5.4,6.4,1.83
Dominic Richardson,122985,HB,TULSA,11,1.9,4,63.3,100.0,1,1,0,9.5,2,8,320,0,63.6,85.9,79.7,28.9,52.3,0.0,0,0,22,27.6,83,301,1,19,67.4,203,2.3,7,72.9,30,0,6.0,18,130,106,5.6,6.8,0.64
Nick Laboy,148767,WR,DELAWARE,13,17.3,4,33.3,40.0,4,10,0,16.7,2,7,151,0,47.7,68.4,58.6,,57.5,0.0,0,0,35,0.0,0,160,0,10,93.1,149,9.4,15,74.6,30,2,90.6,145,162,37,3.7,16.2,1.09
Trevon Tate,186678,WR,UTEP,11,7.7,3,70.0,50.0,3,6,0,0.0,0,7,330,1,86.3,28.1,57.6,63.9,58.9,0.0,0,1,73,0.5,1,188,0,21,92.6,174,91.5,172,89.4,30,1,8.0,15,229,118,5.6,10.9,1.32
Kadarius Calloway,172271,HB,NEW MEX ST,12,-0.8,7,86.7,,0,0,0,7.1,2,6,242,0,70.0,76.7,67.7,42.4,66.1,0.0,0,0,27,28.9,65,225,0,26,67.6,152,4.0,9,91.0,30,0,0.9,2,175,198,7.6,6.7,1.15
Kaden Wetjen,156448,WR,IOWA,13,3.5,8,73.3,0.0,0,2,0,4.3,1,7,192,1,76.5,70.4,64.9,,61.1,0.0,0,2,28,0.0,0,112,0,22,96.4,108,32.1,36,68.5,30,1,66.1,74,158,179,8.1,7.2,1.46
Brady Kluse,184714,WR,MEMPHIS,13,13.6,1,73.3,40.0,2,5,0,4.3,1,15,218,0,76.5,71.1,63.6,62.1,63.5,0.4,1,0,25,0.4,1,242,1,22,93.8,227,7.0,17,118.8,30,2,92.6,224,240,59,2.7,10.9,1.06
Bailey Stockton,175368,WR,GA TECH,11,7.2,3,69.0,100.0,1,1,0,4.8,1,11,176,0,74.4,81.8,66.6,,66.7,0.0,0,2,33,0.0,0,125,2,20,93.6,117,92.8,116,62.9,29,0,6.4,8,223,118,5.9,11.2,1.91
Gerard Bullock Jr.,164014,TE,KENNESAW,14,3.7,3,86.2,80.0,4,5,1,3.8,1,8,200,1,77.8,28.6,47.6,55.0,53.1,40.3,170,0,19,34.4,145,422,7,25,62.3,263,39.1,165,103.3,29,1,6.4,27,175,94,3.8,7.0,0.67
Gary Bryant Jr.,131819,WR,OREGON,12,4.7,3,89.7,66.7,2,3,0,0.0,0,13,264,1,88.3,40.3,60.7,66.7,60.0,0.0,0,1,49,0.5,1,207,1,26,94.2,195,69.6,144,135.6,29,4,30.0,62,304,187,7.2,11.7,1.56
Grayson Barnes,171301,TE,W VIRGINIA,12,10.1,3,72.4,50.0,3,6,0,4.5,1,10,343,1,75.2,26.8,50.6,37.6,59.4,49.8,126,1,34,29.6,75,253,1,21,69.2,175,44.7,113,103.8,29,2,4.0,10,228,73,3.5,10.9,1.3
Chris Domercant,165058,WR,UCF,11,10.2,3,72.4,50.0,2,4,1,4.5,1,7,323,1,75.9,71.6,68.9,,68.1,1.5,2,1,40,0.0,0,136,2,21,97.1,132,77.9,106,101.5,29,2,19.9,27,212,110,5.2,10.1,1.61
Conner Cravaack,176312,TE,AKRON,12,5.4,1,62.1,0.0,0,3,0,10.0,2,9,102,0,61.3,69.9,56.0,60.6,51.2,65.8,187,1,27,20.1,57,284,0,18,75.7,215,16.2,46,83.5,29,2,16.2,46,147,88,4.9,8.2,0.68
Broc Lane,128386,TE,UTAH ST,11,13.0,2,65.5,100.0,2,2,0,9.5,2,7,329,0,62.9,70.1,53.5,57.6,55.3,43.3,117,0,52,17.4,47,270,4,19,76.7,207,52.6,142,111.0,29,2,4.1,11,218,38,2.0,11.5,1.05
Shamar Porter,175159,WR,UCONN,13,9.6,3,65.5,0.0,0,5,1,13.6,3,10,146,0,52.1,70.1,51.3,63.9,53.7,0.0,0,0,56,0.4,1,242,4,19,94.2,228,11.2,27,104.4,29,1,88.8,215,252,131,6.9,13.3,1.11
Makai Cope,146430,WR,MO STATE,12,11.2,2,69.0,60.0,3,5,0,0.0,0,12,230,0,85.9,70.2,67.8,62.1,67.7,0.0,0,0,27,0.5,1,214,2,20,94.9,203,7.0,15,98.2,29,0,93.0,199,269,67,3.4,13.5,1.33
Harold Mack,198380,WR,E MICHIGAN,6,12.6,7,69.0,66.7,6,9,0,9.1,2,13,160,0,63.6,71.3,69.4,,73.0,0.0,0,3,51,0.0,0,167,1,20,91.6,153,98.8,165,90.8,29,2,1.2,2,333,91,4.6,16.7,2.18
Miles Davis,122056,HB,UTAH ST,13,0.7,6,96.6,,0,0,0,0.0,0,14,329,1,88.6,68.9,76.0,48.7,75.0,0.4,1,0,30,33.0,89,270,1,28,63.3,171,11.5,31,130.0,29,3,6.3,17,201,215,7.7,7.2,1.18
Terry Bussey,191251,WR,TEXAS A&M,13,8.8,5,62.1,66.7,2,3,0,21.7,5,11,312,0,31.4,78.6,52.8,,53.5,0.0,0,4,34,0.0,0,229,1,18,93.9,215,16.2,37,53.7,29,1,83.8,192,195,99,5.5,10.8,0.91
JoJo Earle,146588,WR,UNLV,14,7.7,6,75.9,66.7,2,3,0,8.3,2,12,325,1,65.9,42.7,68.6,,64.7,0.0,0,0,37,0.0,0,161,2,22,94.4,152,90.1,145,102.4,29,0,9.3,15,258,134,6.1,11.7,1.7
Larry Simmons,163666,WR,UTAH,13,17.3,0,51.7,62.5,5,8,0,6.3,1,13,328,0,69.9,69.9,66.8,61.9,67.3,0.0,0,0,48,0.6,1,180,1,15,93.9,169,22.8,41,125.0,29,6,77.2,139,280,20,1.3,18.7,1.66
Nicholas Singleton,164188,HB,PENN STATE,12,0.2,7,82.8,50.0,1,2,0,4.0,1,9,266,0,77.4,89.1,77.6,53.2,75.5,3.3,6,0,50,19.1,35,183,0,24,78.7,144,14.8,27,109.6,29,1,4.9,9,219,243,10.1,9.1,1.52
Marques Singleton Jr.,198679,WR,LA TECH,10,4.3,6,79.3,66.7,2,3,0,8.0,2,7,208,0,66.7,72.9,62.2,,62.7,0.0,0,0,15,0.0,0,149,0,23,94.0,140,14.8,22,100.4,29,1,85.2,127,155,98,4.3,6.7,1.11
Alex Bauman,158407,TE,MIAMI FL,16,7.2,1,62.1,20.0,1,5,0,5.3,1,8,220,0,73.8,70.1,51.1,77.7,49.8,53.3,180,0,33,23.1,78,338,2,18,74.3,251,38.2,129,89.2,29,1,3.6,12,166,127,7.1,9.2,0.66
Ja'Kyrian Turner,199087,HB,PITTSBURGH,12,0.3,5,86.2,,0,0,0,7.4,2,5,268,0,69.2,79.0,77.3,23.1,59.3,1.5,3,0,28,15.9,32,201,1,25,76.6,154,11.9,24,88.2,29,0,6.0,12,150,151,6.0,6.0,0.97
Dawson Pough,207820,WR,BOSTON COL,11,12.2,4,46.4,33.3,2,6,0,13.3,2,6,121,0,57.6,69.2,53.4,,53.0,0.0,0,1,52,0.0,0,264,1,13,97.0,256,26.5,70,67.1,28,1,73.5,194,197,80,6.2,15.2,0.77
Eni Falayi,147417,TE,WAKE,12,6.5,1,75.0,66.7,2,3,0,4.5,1,14,339,0,76.1,70.6,56.8,70.3,63.6,68.8,236,0,42,28.6,98,343,2,21,66.8,229,23.9,82,122.3,28,2,6.4,22,228,109,5.2,10.9,1.0
Jacob Harris,173370,TE,BOWL GREEN,12,8.3,2,67.9,85.7,6,7,0,0.0,0,10,122,0,85.5,70.1,74.1,61.8,75.4,59.1,101,1,38,11.1,19,171,1,19,85.4,146,33.9,58,110.4,28,5,7.0,12,182,52,2.7,9.6,1.25
Tim Grear Jr.,173507,WR,AKRON,11,13.3,1,50.0,50.0,4,8,0,6.7,1,9,102,0,68.7,69.0,65.9,,65.7,0.0,0,0,37,0.0,0,136,1,14,95.6,130,5.1,7,82.1,28,1,94.9,129,178,46,3.3,12.7,1.37
Nate Kurisky,156319,TE,LOUISVILLE,11,6.0,0,71.4,60.0,3,5,1,4.8,1,8,210,0,74.4,70.2,60.3,62.9,63.3,43.7,93,1,37,21.1,45,213,5,20,75.6,161,37.1,79,93.9,28,2,2.3,5,157,59,3.0,7.9,0.98
Jeffery Pittman,172552,HB,SO MISS,11,-2.4,5,89.3,0.0,0,1,0,0.0,0,3,296,0,87.7,72.1,80.7,63.5,68.6,0.0,0,1,37,27.8,55,198,1,25,66.2,131,2.0,4,67.3,28,0,2.5,5,104,190,7.6,4.2,0.79
Jackson Holman,171851,WR,WYOMING,11,11.0,3,46.4,14.3,1,7,0,0.0,0,4,351,0,82.7,68.7,55.6,61.0,54.2,0.7,1,4,44,0.7,1,145,0,13,95.9,139,14.5,21,22.8,28,0,84.8,123,145,40,3.1,11.2,1.04
Marshaun Brown,175717,WR,NEVADA,10,12.9,1,57.1,44.4,4,9,0,5.9,1,11,239,0,71.9,69.7,64.1,63.9,61.7,0.0,0,1,22,0.5,1,188,0,16,94.1,177,32.4,61,71.1,28,1,67.6,127,164,21,1.3,10.3,0.93
Eddie Freauff,191213,WR,OREGON ST,12,11.6,3,42.9,50.0,3,6,0,14.3,2,6,265,0,51.7,68.5,57.0,,55.6,0.0,0,2,30,0.0,0,178,0,12,94.9,169,11.2,20,41.4,28,1,88.8,158,144,51,4.3,12.0,0.85
Luke Wysong,146110,WR,ARIZONA,13,7.1,4,85.7,75.0,3,4,0,7.7,2,12,109,0,67.6,82.8,62.5,,64.7,0.0,0,0,47,0.0,0,154,0,24,94.2,145,94.8,146,131.8,28,2,5.2,8,278,141,5.9,11.6,1.92
Oscar Delp,157080,TE,GEORGIA,14,8.1,0,71.4,25.0,1,4,0,4.8,1,13,173,0,74.6,70.2,63.2,73.5,60.3,73.9,238,0,36,33.2,107,322,1,20,62.7,202,23.9,77,112.4,28,1,0.6,2,261,155,7.8,13.1,1.29
Koby Young,190823,WR,HOUSTON,13,18.9,1,42.9,20.0,2,10,0,0.0,0,10,182,0,82.2,69.2,55.0,,53.3,0.7,2,2,43,0.0,0,296,0,12,91.6,271,16.9,50,36.5,28,0,82.4,244,191,60,5.0,15.9,0.7
Jayden Sellers,199954,WR,S CAROLINA,6,7.0,9,78.6,33.3,1,3,0,0.0,0,9,289,0,76.1,72.4,70.6,,71.0,1.4,2,0,75,0.0,0,144,0,22,92.4,133,83.3,120,128.7,28,1,14.6,21,337,209,9.5,15.3,2.53
Elijah Sessoms,164548,TE,DELAWARE,13,7.4,0,78.6,57.1,4,7,0,8.3,2,10,151,1,66.8,27.7,48.1,63.8,49.0,51.7,210,0,21,23.6,96,406,0,22,71.9,292,42.4,172,118.8,28,2,4.4,18,190,61,2.8,8.6,0.65
Raiden Vines-Bright,199523,WR,WASHINGTON,12,8.2,4,85.7,0.0,0,1,0,0.0,0,9,340,0,87.7,71.5,63.4,71.2,60.7,0.4,1,0,45,1.1,3,278,0,24,97.5,271,81.3,226,114.0,28,1,18.3,51,238,149,6.2,9.9,0.88
Caleb Odom,184543,TE,OLE MISS,14,5.5,4,67.9,33.3,1,3,0,17.4,4,11,226,0,28.2,70.2,63.1,69.4,62.5,21.7,26,1,40,4.2,5,120,0,19,90.0,108,58.3,70,96.9,28,2,15.0,18,197,122,6.4,10.4,1.82
Jalen Mickens,198689,WR,LA TECH,13,6.9,3,78.6,40.0,2,5,0,4.3,1,8,208,1,75.9,27.9,56.6,70.7,55.8,0.5,1,1,40,0.9,2,219,0,22,95.4,209,49.3,108,91.1,28,1,49.8,109,184,86,3.9,8.4,0.88
Miles Burris,184261,WR,CHARLOTTE,12,12.0,2,46.4,66.7,2,3,0,0.0,0,6,136,0,82.7,68.7,55.6,61.0,54.6,0.5,1,3,18,0.5,1,208,1,13,92.3,192,10.1,21,20.4,28,0,89.4,186,129,38,2.9,9.9,0.67
Carson Hansen,174669,HB,IOWA STATE,11,-1.2,7,70.4,0.0,0,1,0,9.5,2,8,193,0,64.0,84.1,77.9,42.3,57.4,0.0,0,1,22,16.7,37,221,1,19,81.4,180,7.2,16,66.0,27,0,6.8,15,134,183,9.6,7.1,0.74
Joseph Himon II,162843,HB,NWESTERN,10,1.0,3,77.8,0.0,0,1,0,4.5,1,5,256,0,75.2,87.6,78.7,21.7,65.8,0.0,0,1,16,13.8,19,138,0,21,80.4,111,9.4,13,69.4,27,0,4.3,6,118,153,7.3,5.6,1.06
Javion Kinnard,204805,HB,COLO STATE,10,3.9,9,70.4,,0,0,0,13.6,3,6,144,0,53.5,79.5,68.2,70.2,68.5,4.5,4,2,79,1.1,1,89,1,19,91.0,81,38.2,34,78.2,27,1,10.1,9,233,251,13.2,12.3,2.88
Ricky Ahumaraeze,176505,WR,NWESTERN,13,15.4,1,37.0,30.0,3,10,0,9.1,1,8,256,0,63.3,67.9,64.1,79.9,63.0,0.0,0,1,35,1.9,3,154,0,10,95.5,147,12.3,19,48.4,27,0,87.0,134,200,60,6.0,20.0,1.36
Dacari Collins,144111,WR,LOUISVILLE,12,17.1,6,48.1,25.0,1,4,1,0.0,0,9,210,0,84.2,69.5,64.9,,67.3,0.0,0,0,36,0.0,0,157,2,13,96.8,152,8.9,14,88.3,27,1,91.1,143,219,29,2.2,16.8,1.44
Matt Coleman,157831,WR,S JOSE ST,10,6.6,0,74.1,33.3,1,3,0,9.1,2,7,285,0,63.6,71.9,57.3,,56.9,0.7,1,1,13,0.0,0,146,0,20,95.2,139,77.4,113,80.9,27,1,21.9,32,131,37,1.9,6.6,0.94
Quintrevion Wisner,176190,HB,TEXAS,9,0.6,8,81.5,0.0,0,1,0,12.0,3,7,311,0,58.6,89.8,77.3,68.1,58.2,0.0,0,0,19,21.5,53,247,0,22,74.5,184,3.6,9,101.5,27,1,3.6,9,146,154,7.0,6.6,0.79
Jeremy Payne,183837,HB,TCU,11,0.3,13,81.5,100.0,1,1,0,0.0,0,9,305,0,86.7,75.8,77.6,29.1,65.8,0.5,1,0,44,15.8,34,215,0,22,80.5,173,7.9,17,123.3,27,2,12.1,26,207,229,10.4,9.4,1.2
Charles Robertson,156740,WR,LA LAFAYET,13,14.0,1,55.6,66.7,4,6,0,6.3,1,12,207,1,69.9,24.7,55.0,63.9,54.6,0.4,1,3,45,0.4,1,261,1,15,92.0,240,62.1,162,59.7,27,1,37.5,98,250,33,2.2,16.7,1.04
Lloyd Avant,190713,HB,COLO STATE,12,-1.2,11,88.9,0.0,0,1,0,7.7,2,11,144,0,67.6,73.7,73.5,43.8,69.7,0.0,0,0,41,31.9,79,248,0,24,65.7,163,4.0,10,119.6,27,1,1.6,4,263,287,12.0,11.0,1.61
Josh Kattus,163777,TE,KENTUCKY,11,10.0,1,63.0,42.9,3,7,0,5.6,1,10,202,0,72.8,70.2,71.0,77.5,65.2,51.7,108,0,34,16.7,35,209,2,17,78.9,165,41.1,86,109.3,27,2,6.2,13,195,103,6.1,11.5,1.18
Jake Johnson,158655,TE,N CAROLINA,12,9.1,2,59.3,66.7,4,6,1,0.0,0,11,245,0,84.2,69.5,57.3,59.3,57.8,36.3,85,0,19,5.1,12,234,1,16,88.0,206,53.4,125,86.0,27,1,10.3,24,144,40,2.5,9.0,0.7
Antonio Meeks,168551,WR,LOUISVILLE,13,13.5,4,63.0,33.3,3,9,0,5.6,1,12,210,0,72.8,70.8,63.6,,62.8,0.0,0,1,23,0.0,0,190,0,17,95.3,181,3.7,7,80.6,27,1,96.3,183,189,62,3.6,11.1,1.04
Elijah Lagg,200217,TE,UAB,12,7.6,1,74.1,50.0,1,2,0,4.8,1,7,321,1,74.4,26.3,46.9,70.5,46.7,71.1,209,1,17,26.5,78,294,2,20,69.0,203,19.4,57,73.2,27,0,8.2,24,161,73,3.7,8.1,0.79
Jalen Moss,163408,WR,ARIZONA ST,9,9.9,6,59.3,20.0,1,5,0,5.9,1,10,110,1,60.0,24.7,60.3,,62.0,0.0,0,0,51,0.0,0,191,0,16,96.3,184,34.0,65,105.9,27,1,66.0,126,273,128,8.0,17.1,1.48
Brady Hunt,145631,TE,S CAROLINA,12,3.6,0,80.8,50.0,2,4,0,4.5,1,6,289,0,75.2,72.1,46.5,54.2,51.9,57.5,142,0,20,21.5,53,247,2,21,74.5,184,32.0,79,93.6,26,0,2.4,6,168,113,5.4,8.0,0.91
Desmond Reid,159936,HB,PITTSBURGH,7,4.8,5,88.5,100.0,1,1,0,0.0,0,14,268,0,87.0,84.9,80.1,38.0,91.4,1.9,3,0,50,18.4,29,158,1,23,77.2,122,18.4,29,142.0,26,2,7.6,12,310,233,10.1,13.5,2.54
Mark Hamper,175085,WR,CAL,9,13.2,1,65.4,50.0,4,8,0,15.0,3,10,130,0,49.2,69.7,59.4,,60.5,0.0,0,0,35,0.0,0,159,0,17,95.0,151,19.5,31,88.9,26,0,80.5,128,202,62,3.6,11.9,1.34
Joe Jackson,173106,HB,KANSAS ST,12,0.5,0,84.6,100.0,1,1,0,4.3,1,5,199,0,75.9,82.5,67.2,28.2,55.9,0.0,0,1,19,19.4,54,278,0,22,78.1,217,12.9,36,82.5,26,1,12.6,35,119,113,5.1,5.4,0.55
Lawson Luckie,173544,TE,GEORGIA,14,11.0,1,57.7,33.3,1,3,2,11.8,2,13,173,0,57.1,69.2,59.8,78.0,55.8,35.4,90,2,29,16.5,42,254,3,15,75.2,191,52.4,133,82.1,26,4,10.6,27,152,39,2.6,10.1,0.8
Walker Lyons,190350,TE,USC,12,8.6,1,76.9,100.0,3,3,0,4.8,1,15,326,0,64.7,70.4,69.3,67.3,67.6,51.4,107,2,26,18.3,38,208,0,20,74.5,155,34.1,71,95.5,26,2,12.5,26,223,115,5.8,11.2,1.44
Louis Hansen,144929,TE,UCONN,13,5.0,1,76.9,,0,0,0,4.8,1,9,146,0,74.6,70.2,63.4,65.8,63.1,44.8,87,0,19,23.2,45,194,3,20,74.7,145,38.1,74,97.3,26,0,9.8,19,194,121,6.1,9.7,1.34
Hudson Habermehl,100658,TE,UCLA,12,4.2,0,76.9,100.0,3,3,0,4.8,1,4,324,1,74.4,26.3,45.5,69.9,45.3,57.7,158,1,26,16.8,46,274,0,20,80.7,221,25.9,71,72.3,26,0,13.5,37,138,79,4.0,6.9,0.62
Toric Goins Jr.,199470,WR,UTEP,10,15.2,2,50.0,50.0,3,6,0,23.5,4,7,330,0,29.7,68.7,57.3,,56.3,0.0,0,3,49,0.0,0,149,0,13,97.3,145,5.4,8,50.0,26,1,94.6,141,206,83,6.4,15.8,1.42
Viron Ellison Jr.,190723,HB,DELAWARE,13,1.0,7,80.8,66.7,2,3,0,8.7,2,8,151,0,65.7,65.4,70.0,61.1,63.3,2.1,5,0,43,36.3,85,234,0,21,61.1,143,5.1,12,122.9,26,2,0.0,0,191,172,8.2,9.1,1.34
Jabari Smith Jr.,169926,WR,FAU,11,12.8,4,57.7,37.5,3,8,0,6.3,1,9,165,0,57.1,69.6,61.7,,61.4,0.0,0,2,37,0.0,0,141,0,15,95.7,135,98.6,139,83.2,26,3,1.4,2,166,57,3.8,11.1,1.23
Qua'Vez Humphreys,170501,WR,SM HOUSTON,11,12.7,3,50.0,28.6,2,7,1,7.1,1,9,281,0,70.9,69.5,60.1,,59.4,0.0,0,1,38,0.0,0,209,1,13,93.3,195,0.0,0,61.7,26,1,100.0,209,132,45,3.5,10.2,0.68
Jojo Phillips,175038,WR,BYU,8,10.8,1,53.8,33.3,1,3,0,22.2,4,9,128,0,32.3,69.0,53.3,,54.2,0.0,0,1,21,0.0,0,203,0,14,96.1,195,18.2,37,56.7,26,0,81.8,166,161,39,2.8,11.5,0.83
Seth McGowan,122936,HB,KENTUCKY,11,1.3,0,69.2,100.0,1,1,2,21.7,5,5,202,0,33.6,72.2,70.1,27.0,43.4,0.0,0,0,17,17.6,39,221,2,18,78.3,173,5.0,11,79.2,26,0,5.4,12,121,125,6.9,6.7,0.7
Cameron Seldon,174740,WR,VA TECH,11,5.1,6,88.5,80.0,4,5,0,4.2,1,8,337,0,76.5,74.3,61.1,,63.8,0.0,0,0,22,0.0,0,122,2,23,95.9,117,98.4,120,118.8,26,2,1.6,2,165,79,3.4,7.2,1.41
Brandon Chatman,162541,HB,NAVY,13,8.8,3,65.4,80.0,4,5,2,19.0,4,5,237,0,38.7,87.3,61.0,75.5,47.4,8.2,18,1,27,10.5,23,220,4,17,85.0,187,45.0,99,66.0,26,0,7.7,17,159,73,4.3,9.4,0.85
Noah Thomas,158678,WR,GEORGIA,14,13.1,4,61.5,44.4,4,9,1,5.9,1,12,173,0,71.9,69.7,57.9,,58.9,0.0,0,1,64,0.0,0,240,2,16,93.8,225,6.7,16,117.6,26,4,93.3,224,254,130,8.1,15.9,1.13
Taylor Bradshaw,174176,WR,GA SOUTHRN,13,5.7,3,61.5,33.3,1,3,0,15.8,3,8,174,0,47.5,69.5,54.1,70.5,54.5,2.6,5,1,22,2.6,5,195,0,16,93.8,183,86.2,168,71.2,26,1,10.3,20,131,115,7.2,8.2,0.72
Lacota Dippre,172212,TE,JAMES MAD,14,7.1,4,65.4,60.0,3,5,0,15.0,3,11,197,0,51.2,71.7,72.0,69.8,63.9,58.3,123,0,36,19.0,40,211,1,17,76.8,162,28.4,60,126.6,26,3,11.4,24,197,105,6.2,11.6,1.22
Jesse Watson,183727,WR,PURDUE,12,14.3,0,30.8,28.6,2,7,0,38.5,5,5,273,0,17.0,67.5,52.2,,53.1,0.0,0,1,24,0.0,0,144,0,8,90.3,130,94.4,136,50.2,26,2,5.6,8,80,2,0.3,10.0,0.62
Dijon Stanley,176663,HB,NEW MEX ST,11,-1.8,2,92.3,100.0,1,1,0,7.7,2,6,242,0,67.6,71.0,60.9,39.0,56.0,0.0,0,0,16,24.4,57,234,1,24,70.9,166,7.3,17,88.3,26,0,1.3,3,135,177,7.4,5.6,0.81
Tyree Kelly,175318,WR,UMASS,9,9.3,1,50.0,50.0,5,10,1,0.0,0,6,216,0,82.7,68.7,57.4,,58.6,0.0,0,0,18,0.0,0,128,3,13,96.9,124,5.5,7,61.9,26,0,94.5,121,113,19,1.5,8.7,0.91
Gabe Milbourn,146345,TE,OREGON ST,11,6.7,5,65.4,66.7,2,3,0,5.6,1,10,265,0,71.9,69.7,59.7,49.7,66.7,74.3,139,2,26,28.9,54,187,0,17,67.9,127,22.5,42,67.0,26,1,0.0,0,185,95,5.6,10.9,1.46
Kyirin Heath,163659,TE,SO MISS,11,8.7,6,73.1,66.7,4,6,0,0.0,0,7,296,0,85.9,70.2,65.5,59.5,67.9,52.5,115,1,34,13.7,30,219,3,19,81.3,178,38.4,84,122.0,26,3,7.3,16,228,101,5.3,12.0,1.28
Qua Ashley,160363,HB,BALL ST,10,-0.8,5,80.8,,0,0,0,8.7,2,7,117,0,65.7,77.7,62.9,47.2,63.5,0.0,0,0,27,53.5,122,228,0,21,44.7,102,5.3,12,109.5,26,2,3.5,8,107,134,6.4,5.1,1.05
DJ Riles,156596,WR,GA STATE,12,7.7,3,57.7,33.3,1,3,0,16.7,3,9,175,0,45.4,69.3,68.0,,69.0,0.0,0,1,32,0.0,0,84,0,15,92.9,78,84.5,71,74.8,26,1,15.5,13,174,87,5.8,11.6,2.23
Derrick McFall,183252,HB,SMU,13,1.0,5,73.1,,0,0,0,17.4,4,5,287,0,42.4,80.4,67.9,81.2,56.5,0.0,0,0,27,19.2,23,120,0,19,75.0,90,15.0,18,114.4,26,2,13.3,16,161,165,8.7,8.5,1.79
Jalen Brown,172471,WR,ARKANSAS,5,12.8,1,48.0,16.7,1,6,0,14.3,2,8,111,1,51.7,21.4,56.7,,57.1,0.0,0,1,42,0.0,0,145,0,12,95.2,138,24.1,35,79.9,25,2,75.9,110,167,66,5.5,13.9,1.21
Eli Wood,156382,WR,VIRGINIA,13,11.2,7,64.0,50.0,5,10,0,0.0,0,12,335,0,84.2,69.5,72.9,,75.7,0.0,0,1,38,0.0,0,123,0,16,94.3,116,32.5,40,99.6,25,2,67.5,83,205,69,4.3,12.8,1.77
Camden Overton-Howard,159794,TE,GA STATE,6,6.8,2,60.0,50.0,3,6,1,11.8,2,7,175,0,60.0,24.7,56.2,71.2,60.8,59.7,108,1,20,17.7,32,181,8,15,77.9,141,30.4,55,84.1,25,2,8.3,15,132,53,3.5,8.8,0.94
Omari Evans,164168,WR,WASHINGTON,11,13.3,0,68.0,50.0,1,2,1,5.6,1,9,340,1,72.8,26.7,60.3,,60.1,0.6,1,0,59,0.0,0,167,3,17,94.6,158,27.5,46,114.4,25,1,71.9,120,254,92,5.4,14.9,1.61
Ben Prosper,198369,WR,E MICHIGAN,12,6.5,4,84.0,100.0,4,4,0,12.5,3,10,160,0,54.9,74.2,57.6,,59.7,0.0,0,0,22,0.0,0,177,2,21,94.9,168,98.3,174,96.2,25,0,1.7,3,177,65,3.1,8.4,1.05
London Humphreys,172616,WR,GEORGIA,14,16.1,2,72.0,50.0,2,4,0,10.0,2,14,173,1,62.5,26.5,61.5,,60.1,0.0,0,1,36,0.0,0,223,1,18,92.4,206,18.4,41,131.0,25,3,81.2,181,276,91,5.1,15.3,1.34
Cole Turner,156239,WR,CLEMSON,12,10.3,3,64.0,57.1,4,7,0,5.9,1,7,140,0,71.1,70.1,57.2,,57.3,0.0,0,1,23,0.0,0,182,1,16,94.5,172,11.0,20,62.8,25,0,89.0,162,144,100,6.3,9.0,0.84
Xavier Daisy,190761,WR,UAB,11,10.7,0,72.0,50.0,1,2,0,0.0,0,10,321,0,85.5,70.1,56.6,67.1,57.9,0.4,1,0,21,1.3,3,224,0,18,92.9,208,26.8,60,104.9,25,1,72.8,163,177,43,2.4,9.8,0.85
Terik Mulder,162265,TE,KENT STATE,10,7.7,0,76.0,100.0,2,2,0,9.5,2,10,201,0,63.6,70.2,71.5,54.8,76.3,75.9,123,2,50,21.0,34,162,1,19,74.1,120,15.4,25,104.7,25,4,8.6,14,198,100,5.3,10.4,1.65
